Sentence_id,Word,Label (J),Label (M),Label (Z),Unnamed: 5,Unnamed: 6,Unnamed: 7,O,B-C,I-C,B-E,I-E,B-BE,I-BE,Total_Label
387.0,had,O,O,O,,,my,,,,,,,,O
387.0,always,O,O,O,,,vehicle,,,,,,,,O
387.0,engaged,O,O,O,,,i,,,,,,,,O
387.0,all,O,O,O,,,had,,,,,,,,O
387.0,safety,O,O,O,,,always,,,,,,,,O
387.0,features,O,O,O,,,engaged,,,,,,,,O
387.0,including,O,O,O,,,all,,,,,,,,O
387.0,lane,O,O,O,,,safety,,,,,,,,O
387.0,keep,O,O,O,,,features,,,,,,,,O
387.0,assist,O,O,O,,,including,,,,,,,,O
387.0,lka,O,O,O,,,lane,,,,,,,,O
387.0,collision,O,O,O,,,keep,,,,,,,,O
387.0,alerts,O,O,O,,,assist,,,,,,,,O
387.0,etc,O,O,O,,,lka,,,,,,,,O
387.0,this,O,O,O,,,collision,,,,,,,,O
387.0,was,O,O,O,,,alerts,,,,,,,,O
387.0,main,O,O,O,,,etc,,,,,,,,O
387.0,reason,O,O,O,,,this,,,,,,,,O
387.0,i,O,O,O,,,was,,,,,,,,O
387.0,upgraded,O,O,O,,,main,,,,,,,,O
387.0,from,O,O,O,,,reason,,,,,,,,O
387.0,my,O,O,O,,,i,,,,,,,,O
387.0,2014,O,O,O,,,upgraded,,,,,,,,O
387.0,equinox,O,O,O,,,from,,,,,,,,O
387.0,on,O,O,O,,,my,,,,,,,,O
387.0,rt,O,O,O,,,2014,,,,,,,,O
387.0,183,O,O,O,,,equinox,,,,,,,,O
387.0,heading,O,O,O,,,on,,,,,,,,O
387.0,up,O,O,O,,,rt,,,,,,,,O
387.0,a,O,O,O,,,183,,,,,,,,O
387.0,winding,O,O,O,,,heading,,,,,,,,O
387.0,mountain,O,O,O,,,up,,,,,,,,O
387.0,road,O,O,O,,,a,,,,,,,,O
387.0,i,O,O,O,,,winding,,,,,,,,O
387.0,almost,O,O,O,,,mountain,,,,,,,,O
387.0,lost,B-E,O,B-E,,,road,,,,,,,,B-E
387.0,control,I-E,O,I-E,,,i,,,,,,,,I-E
387.0,several,I-E,O,I-E,,,almost,,,,,,,,I-E
387.0,times,I-E,O,I-E,,,lost,,,,,,,,I-E
387.0,despite,O,O,O,,,control,,,,,,,,O
387.0,driving,O,O,O,,,several,,,,,,,,O
387.0,well,O,O,O,,,times,,,,,,,,O
387.0,under,O,O,O,,,despite,,,,,,,,O
387.0,speed,O,O,O,,,driving,,,,,,,,O
387.0,limit,O,O,O,,,well,,,,,,,,O
387.0,note,O,O,O,,,under,,,,,,,,O
387.0,my,O,O,O,,,speed,,,,,,,,O
387.0,bf,O,O,O,,,limit,,,,,,,,O
387.0,and,O,O,O,,,note,,,,,,,,O
387.0,i,O,O,O,,,my,,,,,,,,O
387.0,had,O,O,O,,,bf,,,,,,,,O
387.0,previously,O,O,O,,,and,,,,,,,,O
387.0,complained,O,O,O,,,i,,,,,,,,O
387.0,to,O,O,O,,,had,,,,,,,,O
387.0,dealer,O,O,O,,,previously,,,,,,,,O
387.0,and,O,O,O,,,complained,,,,,,,,O
387.0,even,O,O,O,,,to,,,,,,,,O
387.0,had,O,O,O,,,dealer,,,,,,,,O
387.0,it,O,O,O,,,and,,,,,,,,O
387.0,in,O,O,O,,,even,,,,,,,,O
387.0,for,O,O,O,,,had,,,,,,,,O
387.0,service,O,O,O,,,it,,,,,,,,O
387.0,bc,O,O,O,,,in,,,,,,,,O
387.0,we,O,O,O,,,for,,,,,,,,O
387.0,both,O,O,O,,,service,,,,,,,,O
387.0,felt,O,O,O,,,bc,,,,,,,,O
387.0,car,O,O,O,,,we,,,,,,,,O
387.0,pulled,O,O,O,,,both,,,,,,,,O
387.0,to,O,O,O,,,felt,,,,,,,,O
387.0,the,O,O,O,,,car,,,,,,,,O
387.0,right,O,O,O,,,pulled,,,,,,,,O
387.0,on,O,O,O,,,to,,,,,,,,O
387.0,its,O,O,O,,,the,,,,,,,,O
387.0,own,O,O,O,,,right,,,,,,,,O
387.0,we,O,O,O,,,on,,,,,,,,O
387.0,are,O,O,O,,,its,,,,,,,,O
388.0,editadditional,O,O,O,,,own,,,,,,,,O
388.0,note,O,O,O,,,we,,,,,,,,O
388.0,to,O,O,O,,,are,,,,,,,,O
388.0,my,O,O,O,,,editadditional,,,,,,,,O
388.0,earlier,O,O,O,,,note,,,,,,,,O
388.0,complaint,O,O,O,,,to,,,,,,,,O
388.0,number,O,O,O,,,my,,,,,,,,O
388.0,11300604,O,O,O,,,earlier,,,,,,,,O
388.0,this,B-E,O,B-E,,,complaint,,,,,,,,B-E
388.0,sudden,I-E,O,I-E,,,number,,,,,,,,I-E
388.0,acceleration,I-E,O,I-E,,,11300604,,,,,,,,I-E
388.0,with,,O,O,,,this,,,,,,,,
388.0,tesla,O,O,O,,,sudden,,,,,,,,O
388.0,happen,O,O,O,,,acceleration,,,,,,,,O
388.0,when,O,O,O,,,with,,,,,,,,O
388.0,using,O,O,O,,,tesla,,,,,,,,O
388.0,withwithout,O,O,O,,,happen,,,,,,,,O
388.0,auto,O,O,O,,,when,,,,,,,,O
388.0,pilot,O,O,O,,,using,,,,,,,,O
388.0,i,O,O,O,,,withwithout,,,,,,,,O
388.0,observed,O,O,O,,,auto,,,,,,,,O
388.0,many,O,O,O,,,pilot,,,,,,,,O
388.0,times,O,O,O,,,i,,,,,,,,O
388.0,during,O,O,O,,,observed,,,,,,,,O
388.0,athis,O,O,O,,,many,,,,,,,,O
388.0,unintended,O,O,O,,,times,,,,,,,,O
388.0,acceleration,O,O,O,,,during,,,,,,,,O
388.0,happen,O,O,O,,,athis,,,,,,,,O
388.0,even,O,O,O,,,unintended,,,,,,,,O
388.0,when,O,O,O,,,acceleration,,,,,,,,O
388.0,driving,O,O,O,,,happen,,,,,,,,O
388.0,normally,O,O,O,,,even,,,,,,,,O
388.0,without,O,O,O,,,when,,,,,,,,O
388.0,auto,O,O,O,,,driving,,,,,,,,O
388.0,pilot,O,O,O,,,normally,,,,,,,,O
388.0,though,O,O,O,,,without,,,,,,,,O
388.0,i,O,O,O,,,auto,,,,,,,,O
388.0,am,O,O,O,,,pilot,,,,,,,,O
388.0,not,O,O,O,,,though,,,,,,,,O
388.0,pressing,O,O,O,,,i,,,,,,,,O
388.0,gas,O,O,O,,,am,,,,,,,,O
388.0,pedal,O,O,O,,,not,,,,,,,,O
388.0,especially,O,O,O,,,pressing,,,,,,,,O
388.0,observed,O,O,O,,,gas,,,,,,,,O
388.0,in,O,O,O,,,pedal,,,,,,,,O
388.0,the,O,O,O,,,especially,,,,,,,,O
388.0,city,O,O,O,,,observed,,,,,,,,O
388.0,road,O,O,O,,,in,,,,,,,,O
388.0,speeds,O,O,O,,,the,,,,,,,,O
388.0,around,O,O,O,,,city,,,,,,,,O
388.0,30-45,O,O,O,,,road,,,,,,,,O
388.0,mph,O,O,O,,,speeds,,,,,,,,O
388.0,whn,O,O,O,,,around,,,,,,,,O
388.0,using,O,O,O,,,30-45,,,,,,,,O
388.0,auto,O,O,O,,,mph,,,,,,,,O
388.0,pilot,O,O,O,,,whn,,,,,,,,O
388.0,on,O,O,O,,,using,,,,,,,,O
388.0,freeways,O,O,O,,,auto,,,,,,,,O
388.0,this,O,O,O,,,pilot,,,,,,,,O
388.0,happened,O,O,O,,,on,,,,,,,,O
388.0,arounbd,O,O,O,,,freeways,,,,,,,,O
388.0,55-70mph,O,O,O,,,this,,,,,,,,O
388.0,speeds,O,O,O,,,happened,,,,,,,,O
388.0,too,O,O,O,,,arounbd,,,,,,,,O
388.0,b,O,O,O,,,55-70mph,,,,,,,,O
388.0,also,O,O,O,,,speeds,,,,,,,,O
388.0,this,B-C,B-E,O,,,too,,,,,,,,B-C
388.0,unintended,I-C,I-E,O,,,b,,,,,,,,I-C
388.0,acceleration,I-C,I-E,O,,,also,,,,,,,,I-C
388.0,happen,I-C,O,O,,,this,,,,,,,,I-C
388.0,when,I-C,O,O,,,unintended,,,,,,,,I-C
388.0,battery,I-C,B-C,O,,,acceleration,,,,,,,,I-C
388.0,is,I-C,I-C,O,,,happen,,,,,,,,I-C
388.0,at,I-C,I-C,O,,,when,,,,,,,,I-C
388.0,20-40,I-C,I-C,O,,,battery,,,,,,,,I-C
388.0,of,I-C,O,O,,,is,,,,,,,,I-C
388.0,range,I-C,O,O,,,at,,,,,,,,I-C
388.0,c,I-C,O,O,,,20-40,,,,,,,,I-C
388.0,also,I-C,O,O,,,of,,,,,,,,I-C
388.0,happen,I-C,O,O,,,range,,,,,,,,I-C
388.0,whenver,I-C,O,O,,,c,,,,,,,,I-C
388.0,there,I-C,O,O,,,also,,,,,,,,I-C
388.0,is,I-C,O,O,,,happen,,,,,,,,I-C
388.0,a,I-C,B-C,O,,,whenver,,,,,,,,I-C
388.0,new,I-C,I-C,O,,,there,,,,,,,,I-C
388.0,software,I-C,I-C,O,,,is,,,,,,,,I-C
388.0,update,I-C,I-C,O,,,a,,,,,,,,I-C
388.0,this,O,O,O,,,new,,,,,,,,O
388.0,unitended,O,O,O,,,software,,,,,,,,O
388.0,acceleration,O,O,O,,,update,,,,,,,,O
388.0,popped,O,O,O,,,this,,,,,,,,O
388.0,up,O,O,O,,,unitended,,,,,,,,O
388.0,many,O,O,O,,,acceleration,,,,,,,,O
388.0,occasionsdont,O,O,O,,,popped,,,,,,,,O
388.0,remember,O,O,O,,,up,,,,,,,,O
388.0,exact,O,O,O,,,many,,,,,,,,O
388.0,times,O,O,O,,,occasionsdont,,,,,,,,O
389.0,tl,O,O,O,,,remember,,,,,,,,O
389.0,the,O,O,O,,,exact,,,,,,,,O
389.0,contact,O,O,O,,,times,,,,,,,,O
389.0,owns,O,O,O,,,tl,,,,,,,,O
389.0,a,O,O,O,,,the,,,,,,,,O
389.0,2011,O,O,O,,,contact,,,,,,,,O
389.0,ford,O,O,O,,,owns,,,,,,,,O
389.0,fusion,O,O,O,,,a,,,,,,,,O
389.0,the,O,O,O,,,2011,,,,,,,,O
389.0,contact,O,O,O,,,ford,,,,,,,,O
389.0,stated,O,O,O,,,fusion,,,,,,,,O
389.0,that,O,O,O,,,the,,,,,,,,O
389.0,while,O,O,O,,,contact,,,,,,,,O
389.0,his,O,O,O,,,stated,,,,,,,,O
389.0,daughter,O,O,O,,,that,,,,,,,,O
389.0,was,O,O,O,,,while,,,,,,,,O
389.0,driving,O,O,O,,,his,,,,,,,,O
389.0,at,O,O,O,,,daughter,,,,,,,,O
389.0,about,O,O,O,,,was,,,,,,,,O
389.0,30,O,O,O,,,driving,,,,,,,,O
389.0,mph,O,O,O,,,at,,,,,,,,O
389.0,the,B-E,O,B-E,,,about,,,,,,,,B-E
389.0,steering,I-E,O,I-E,,,30,,,,,,,,I-E
389.0,assist,I-E,O,I-E,,,mph,,,,,,,,I-E
389.0,warning,I-E,O,I-E,,,the,,,,,,,,I-E
389.0,light,I-E,O,I-E,,,steering,,,,,,,,I-E
389.0,illuminated,I-E,O,I-E,,,assist,,,,,,,,I-E
389.0,the,O,O,O,,,warning,,,,,,,,O
389.0,driver,O,O,O,,,light,,,,,,,,O
389.0,pulled,O,O,O,,,illuminated,,,,,,,,O
389.0,into,O,O,O,,,the,,,,,,,,O
389.0,the,O,O,O,,,driver,,,,,,,,O
389.0,parking,O,O,O,,,pulled,,,,,,,,O
389.0,lot,O,O,O,,,into,,,,,,,,O
389.0,and,O,O,O,,,the,,,,,,,,O
389.0,the,O,O,O,,,parking,,,,,,,,O
389.0,vehicle,O,O,O,,,lot,,,,,,,,O
389.0,experienced,O,O,O,,,and,,,,,,,,O
389.0,the,O,O,O,,,the,,,,,,,,O
389.0,power,O,O,O,,,vehicle,,,,,,,,O
389.0,steering,O,O,O,,,experienced,,,,,,,,O
389.0,failure,O,O,O,,,the,,,,,,,,O
389.0,the,O,O,O,,,power,,,,,,,,O
389.0,contact,O,O,O,,,steering,,,,,,,,O
389.0,called,O,O,O,,,failure,,,,,,,,O
389.0,the,O,O,O,,,the,,,,,,,,O
389.0,charlie,O,O,O,,,contact,,,,,,,,O
389.0,henderson,O,O,O,,,called,,,,,,,,O
389.0,ford,O,O,O,,,the,,,,,,,,O
389.0,inc,O,O,O,,,charlie,,,,,,,,O
389.0,located,O,O,O,,,henderson,,,,,,,,O
389.0,at,O,O,O,,,ford,,,,,,,,O
389.0,105,O,O,O,,,inc,,,,,,,,O
389.0,u,O,O,O,,,located,,,,,,,,O
389.0,s,O,O,O,,,at,,,,,,,,O
389.0,90,O,O,O,,,105,,,,,,,,O
389.0,waveland,O,O,O,,,u,,,,,,,,O
389.0,ms,O,O,O,,,s,,,,,,,,O
389.0,395760,O,O,O,,,90,,,,,,,,O
389.0,and,O,O,O,,,waveland,,,,,,,,O
389.0,was,O,O,O,,,ms,,,,,,,,O
389.0,informed,O,O,O,,,395760,,,,,,,,O
389.0,that,O,O,O,,,and,,,,,,,,O
389.0,the,O,O,O,,,was,,,,,,,,O
389.0,vehicle,O,O,O,,,informed,,,,,,,,O
389.0,was,O,O,O,,,that,,,,,,,,O
389.0,over,O,O,O,,,the,,,,,,,,O
389.0,the,O,O,O,,,vehicle,,,,,,,,O
389.0,mileage,O,O,O,,,was,,,,,,,,O
389.0,and,O,O,O,,,over,,,,,,,,O
389.0,therefore,O,O,O,,,the,,,,,,,,O
389.0,not,O,O,O,,,mileage,,,,,,,,O
389.0,covered,O,O,O,,,and,,,,,,,,O
389.0,by,O,O,O,,,therefore,,,,,,,,O
389.0,a,O,O,O,,,not,,,,,,,,O
389.0,warranty,O,O,O,,,covered,,,,,,,,O
389.0,program,O,O,O,,,by,,,,,,,,O
389.0,the,O,O,O,,,a,,,,,,,,O
389.0,vehicle,O,O,O,,,warranty,,,,,,,,O
389.0,was,O,O,O,,,program,,,,,,,,O
389.0,not,O,O,O,,,the,,,,,,,,O
389.0,repaired,O,O,O,,,vehicle,,,,,,,,O
389.0,the,O,O,O,,,was,,,,,,,,O
389.0,manufacturer,O,O,O,,,not,,,,,,,,O
389.0,was,O,O,O,,,repaired,,,,,,,,O
389.0,made,O,O,O,,,the,,,,,,,,O
389.0,aware,O,O,O,,,manufacturer,,,,,,,,O
389.0,of,O,O,O,,,was,,,,,,,,O
389.0,the,O,O,O,,,made,,,,,,,,O
389.0,failure,O,O,O,,,aware,,,,,,,,O
389.0,and,O,O,O,,,of,,,,,,,,O
389.0,stated,O,O,O,,,the,,,,,,,,O
389.0,that,O,O,O,,,failure,,,,,,,,O
389.0,the,O,O,O,,,and,,,,,,,,O
389.0,vehicle,O,O,O,,,stated,,,,,,,,O
389.0,was,O,O,O,,,that,,,,,,,,O
389.0,not,O,O,O,,,the,,,,,,,,O
389.0,covered,O,O,O,,,vehicle,,,,,,,,O
389.0,the,O,O,O,,,was,,,,,,,,O
389.0,failure,O,O,O,,,not,,,,,,,,O
389.0,mileage,O,O,O,,,covered,,,,,,,,O
389.0,was,O,O,O,,,the,,,,,,,,O
389.0,approximately,O,O,O,,,failure,,,,,,,,O
389.0,19200000,O,O,O,,,mileage,,,,,,,,O
390.0,tl,O,O,O,,,was,,,,,,,,O
390.0,the,O,O,O,,,approximately,,,,,,,,O
390.0,contact,O,O,O,,,19200000,,,,,,,,O
390.0,owns,O,O,O,,,tl,,,,,,,,O
390.0,a,O,O,O,,,the,,,,,,,,O
390.0,2018,O,O,O,,,contact,,,,,,,,O
390.0,tesla,O,O,O,,,owns,,,,,,,,O
390.0,model,O,O,O,,,a,,,,,,,,O
390.0,3,O,O,O,,,2018,,,,,,,,O
390.0,the,O,O,O,,,tesla,,,,,,,,O
390.0,contact,O,O,O,,,model,,,,,,,,O
390.0,stated,O,O,O,,,3,,,,,,,,O
390.0,that,O,O,O,,,the,,,,,,,,O
390.0,while,O,O,O,,,contact,,,,,,,,O
390.0,driving,O,O,O,,,stated,,,,,,,,O
390.0,approximately,O,O,O,,,that,,,,,,,,O
390.0,70,O,O,O,,,while,,,,,,,,O
390.0,mph,O,O,O,,,driving,,,,,,,,O
390.0,while,O,O,O,,,approximately,,,,,,,,O
390.0,in,O,O,O,,,70,,,,,,,,O
390.0,the,O,O,O,,,mph,,,,,,,,O
390.0,auto,O,O,O,,,while,,,,,,,,O
390.0,pilot,O,O,O,,,in,,,,,,,,O
390.0,mode,O,O,O,,,the,,,,,,,,O
390.0,and,O,O,O,,,auto,,,,,,,,O
390.0,with,O,O,O,,,pilot,,,,,,,,O
390.0,the,O,O,O,,,mode,,,,,,,,O
390.0,vehicle,O,O,O,,,and,,,,,,,,O
390.0,merging,O,O,O,,,with,,,,,,,,O
390.0,onto,O,O,O,,,the,,,,,,,,O
390.0,a,O,O,O,,,vehicle,,,,,,,,O
390.0,ramp,O,O,O,,,merging,,,,,,,,O
390.0,which,O,O,O,,,onto,,,,,,,,O
390.0,is,O,O,O,,,a,,,,,,,,O
390.0,descending,O,O,O,,,ramp,,,,,,,,O
390.0,downward,O,O,O,,,which,,,,,,,,O
390.0,with,O,O,O,,,is,,,,,,,,O
390.0,on,O,O,O,,,descending,,,,,,,,O
390.0,coming,O,O,O,,,downward,,,,,,,,O
390.0,vehicles,O,O,O,,,with,,,,,,,,O
390.0,stopped,O,O,O,,,on,,,,,,,,O
390.0,approximately,O,O,O,,,coming,,,,,,,,O
390.0,200,O,O,O,,,vehicles,,,,,,,,O
390.0,feet,O,O,O,,,stopped,,,,,,,,O
390.0,ahead,O,O,O,,,approximately,,,,,,,,O
390.0,the,B-C,B-C,B-C,,,200,,,,,,,,B-C
390.0,auto,I-C,I-C,I-C,,,feet,,,,,,,,I-C
390.0,pilot,I-C,I-C,I-C,,,ahead,,,,,,,,I-C
390.0,did,I-C,I-C,I-C,,,the,,,,,,,,I-C
390.0,not,I-C,I-C,I-C,,,auto,,,,,,,,I-C
390.0,deactivate,I-C,I-C,I-C,,,pilot,,,,,,,,I-C
390.0,and,I-C,I-C,I-C,,,did,,,,,,,,I-C
390.0,slow,I-C,I-C,I-C,,,not,,,,,,,,I-C
390.0,the,O,O,I-C,,,deactivate,,,,,,,,O
390.0,vehicle,O,O,I-C,,,and,,,,,,,,O
390.0,causing,O,O,O,,,slow,,,,,,,,O
390.0,the,B-E,B-E,B-E,,,the,,,,,,,,B-E
390.0,vehicle,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
390.0,to,I-E,I-E,I-E,,,causing,,,,,,,,I-E
390.0,crash,I-E,I-E,I-E,,,the,,,,,,,,I-E
390.0,into,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
390.0,the,I-E,I-E,I-E,,,to,,,,,,,,I-E
390.0,rear,I-E,I-E,I-E,,,crash,,,,,,,,I-E
390.0,of,I-E,I-E,I-E,,,into,,,,,,,,I-E
390.0,a,I-E,I-E,I-E,,,the,,,,,,,,I-E
390.0,second,I-E,I-E,I-E,,,rear,,,,,,,,I-E
390.0,vehicle,I-E,I-E,I-E,,,of,,,,,,,,I-E
390.0,during,O,O,O,,,a,,,,,,,,O
390.0,the,O,O,O,,,second,,,,,,,,O
390.0,crash,O,O,O,,,vehicle,,,,,,,,O
390.0,no,O,O,O,,,during,,,,,,,,O
390.0,injuries,O,O,O,,,the,,,,,,,,O
390.0,were,O,O,O,,,crash,,,,,,,,O
390.0,reported,O,O,O,,,no,,,,,,,,O
390.0,a,O,O,O,,,injuries,,,,,,,,O
390.0,police,O,O,O,,,were,,,,,,,,O
390.0,report,O,O,O,,,reported,,,,,,,,O
390.0,was,O,O,O,,,a,,,,,,,,O
390.0,taken,O,O,O,,,police,,,,,,,,O
390.0,at,O,O,O,,,report,,,,,,,,O
390.0,the,O,O,O,,,was,,,,,,,,O
390.0,scene,O,O,O,,,taken,,,,,,,,O
390.0,9675200000000,O,O,O,,,at,,,,,,,,O
390.0,the,O,O,O,,,the,,,,,,,,O
390.0,vehicle,O,O,O,,,scene,,,,,,,,O
390.0,was,O,O,O,,,9675200000000,,,,,,,,O
390.0,destroyed,O,O,O,,,the,,,,,,,,O
390.0,and,O,O,O,,,vehicle,,,,,,,,O
390.0,towed,O,O,O,,,was,,,,,,,,O
390.0,away,O,O,O,,,destroyed,,,,,,,,O
390.0,the,O,O,O,,,and,,,,,,,,O
390.0,manufacturer,O,O,O,,,towed,,,,,,,,O
390.0,and,O,O,O,,,away,,,,,,,,O
390.0,local,O,O,O,,,the,,,,,,,,O
390.0,dealer,O,O,O,,,manufacturer,,,,,,,,O
390.0,tesla,O,O,O,,,and,,,,,,,,O
390.0,of,O,O,O,,,local,,,,,,,,O
390.0,costa,O,O,O,,,dealer,,,,,,,,O
390.0,mesa,O,O,O,,,tesla,,,,,,,,O
390.0,3140,O,O,O,,,of,,,,,,,,O
390.0,pullman,O,O,O,,,costa,,,,,,,,O
390.0,rd,O,O,O,,,mesa,,,,,,,,O
390.0,costa,O,O,O,,,3140,,,,,,,,O
390.0,mesa,O,O,O,,,pullman,,,,,,,,O
390.0,ca,O,O,O,,,rd,,,,,,,,O
390.0,were,O,O,O,,,costa,,,,,,,,O
390.0,notified,O,O,O,,,mesa,,,,,,,,O
390.0,of,O,O,O,,,ca,,,,,,,,O
390.0,the,O,O,O,,,were,,,,,,,,O
390.0,incident,O,O,O,,,notified,,,,,,,,O
390.0,the,O,O,O,,,of,,,,,,,,O
390.0,failure,O,O,O,,,the,,,,,,,,O
390.0,mileage,O,O,O,,,incident,,,,,,,,O
390.0,was,O,O,O,,,the,,,,,,,,O
391.0,the,O,O,O,,,failure,,,,,,,,O
391.0,vehicle,O,O,O,,,mileage,,,,,,,,O
391.0,has,O,O,O,,,was,,,,,,,,O
391.0,frequently,O,O,O,,,the,,,,,,,,O
391.0,had,O,O,O,,,vehicle,,,,,,,,O
391.0,an,O,O,O,,,has,,,,,,,,O
391.0,issue,O,O,O,,,frequently,,,,,,,,O
391.0,with,O,O,O,,,had,,,,,,,,O
391.0,the,B-C,B-C,B-C,,,an,,,,,,,,B-C
391.0,infotainment,I-C,I-C,I-C,,,issue,,,,,,,,I-C
391.0,system,I-C,I-C,I-C,,,with,,,,,,,,I-C
391.0,glitching,I-C,I-C,I-C,,,the,,,,,,,,I-C
391.0,which,O,O,O,,,infotainment,,,,,,,,O
391.0,leads,O,O,O,,,system,,,,,,,,O
391.0,to,O,O,O,,,glitching,,,,,,,,O
391.0,the,B-E,B-E,B-E,,,which,,,,,,,,B-E
391.0,lkas,I-E,I-E,I-E,,,leads,,,,,,,,I-E
391.0,lane,I-E,I-E,I-E,,,to,,,,,,,,I-E
391.0,keep,I-E,I-E,I-E,,,the,,,,,,,,I-E
391.0,assist,I-E,I-E,I-E,,,lkas,,,,,,,,I-E
391.0,aac,I-E,I-E,I-E,,,lane,,,,,,,,I-E
391.0,adaptive,I-E,I-E,I-E,,,keep,,,,,,,,I-E
391.0,cruise,I-E,I-E,I-E,,,assist,,,,,,,,I-E
391.0,control,I-E,I-E,I-E,,,aac,,,,,,,,I-E
391.0,and,I-E,I-E,I-E,,,adaptive,,,,,,,,I-E
391.0,lane,I-E,I-E,I-E,,,cruise,,,,,,,,I-E
391.0,departure,I-E,I-E,I-E,,,control,,,,,,,,I-E
391.0,system,I-E,I-E,I-E,,,and,,,,,,,,I-E
391.0,to,I-E,I-E,I-E,,,lane,,,,,,,,I-E
391.0,fail,I-E,I-E,I-E,,,departure,,,,,,,,I-E
391.0,while,O,O,O,,,system,,,,,,,,O
391.0,the,O,O,O,,,to,,,,,,,,O
391.0,vehicle,O,O,O,,,fail,,,,,,,,O
391.0,is,O,O,O,,,while,,,,,,,,O
391.0,in,O,O,O,,,the,,,,,,,,O
391.0,motion,O,O,O,,,vehicle,,,,,,,,O
391.0,when,O,O,O,,,is,,,,,,,,O
391.0,turning,O,O,O,,,in,,,,,,,,O
391.0,the,O,O,O,,,motion,,,,,,,,O
391.0,car,O,O,O,,,when,,,,,,,,O
391.0,off,O,O,O,,,turning,,,,,,,,O
391.0,after,O,O,O,,,the,,,,,,,,O
391.0,these,O,O,O,,,car,,,,,,,,O
391.0,issues,O,O,O,,,off,,,,,,,,O
391.0,occur,O,O,O,,,after,,,,,,,,O
391.0,the,O,O,O,,,these,,,,,,,,O
391.0,infotainment,O,O,O,,,issues,,,,,,,,O
391.0,system,O,O,O,,,occur,,,,,,,,O
391.0,will,O,O,O,,,the,,,,,,,,O
391.0,stay,O,O,O,,,infotainment,,,,,,,,O
391.0,on,O,O,O,,,system,,,,,,,,O
391.0,draining,O,O,O,,,will,,,,,,,,O
391.0,the,O,O,O,,,stay,,,,,,,,O
391.0,battery,O,O,O,,,on,,,,,,,,O
391.0,the,O,O,O,,,draining,,,,,,,,O
391.0,vehicle,O,O,O,,,the,,,,,,,,O
391.0,has,O,O,O,,,battery,,,,,,,,O
391.0,been,O,O,O,,,the,,,,,,,,O
391.0,taken,O,O,O,,,vehicle,,,,,,,,O
391.0,to,O,O,O,,,has,,,,,,,,O
391.0,a,O,O,O,,,been,,,,,,,,O
391.0,honda,O,O,O,,,taken,,,,,,,,O
391.0,dealership,O,O,O,,,to,,,,,,,,O
391.0,the,O,O,O,,,a,,,,,,,,O
391.0,dealership,O,O,O,,,honda,,,,,,,,O
391.0,stated,O,O,O,,,dealership,,,,,,,,O
391.0,that,O,O,O,,,the,,,,,,,,O
391.0,an,O,O,O,,,dealership,,,,,,,,O
391.0,update,O,O,O,,,stated,,,,,,,,O
391.0,would,O,O,O,,,that,,,,,,,,O
391.0,fix,O,O,O,,,an,,,,,,,,O
391.0,this,O,O,O,,,update,,,,,,,,O
391.0,issue,O,O,O,,,would,,,,,,,,O
391.0,once,O,O,O,,,fix,,,,,,,,O
391.0,we,O,O,O,,,this,,,,,,,,O
391.0,informed,O,O,O,,,issue,,,,,,,,O
391.0,them,O,O,O,,,once,,,,,,,,O
391.0,and,O,O,O,,,we,,,,,,,,O
391.0,they,O,O,O,,,informed,,,,,,,,O
391.0,confirmed,O,O,O,,,them,,,,,,,,O
391.0,that,O,O,O,,,and,,,,,,,,O
391.0,the,O,O,O,,,they,,,,,,,,O
391.0,system,O,O,O,,,confirmed,,,,,,,,O
391.0,was,O,O,O,,,that,,,,,,,,O
391.0,already,O,O,O,,,the,,,,,,,,O
391.0,updated,O,O,O,,,system,,,,,,,,O
391.0,they,O,O,O,,,was,,,,,,,,O
391.0,told,O,O,O,,,already,,,,,,,,O
391.0,is,O,O,O,,,updated,,,,,,,,O
391.0,there,O,O,O,,,they,,,,,,,,O
391.0,was,O,O,O,,,told,,,,,,,,O
391.0,nothing,O,O,O,,,is,,,,,,,,O
391.0,we,O,O,O,,,there,,,,,,,,O
391.0,could,O,O,O,,,was,,,,,,,,O
391.0,do,O,O,O,,,nothing,,,,,,,,O
391.0,the,O,O,O,,,we,,,,,,,,O
391.0,only,O,O,O,,,could,,,,,,,,O
391.0,way,O,O,O,,,do,,,,,,,,O
391.0,we,O,O,O,,,the,,,,,,,,O
391.0,can,O,O,O,,,only,,,,,,,,O
391.0,stop,O,O,O,,,way,,,,,,,,O
391.0,the,O,O,O,,,we,,,,,,,,O
391.0,infotainment,O,O,O,,,can,,,,,,,,O
391.0,system,O,O,O,,,stop,,,,,,,,O
391.0,from,O,O,O,,,the,,,,,,,,O
391.0,staying,O,O,O,,,infotainment,,,,,,,,O
391.0,on,O,O,O,,,system,,,,,,,,O
391.0,is,O,O,O,,,from,,,,,,,,O
391.0,by,O,O,O,,,staying,,,,,,,,O
391.0,removing,O,O,O,,,on,,,,,,,,O
391.0,the,O,O,O,,,is,,,,,,,,O
391.0,fuse,O,O,O,,,by,,,,,,,,O
391.0,for,O,O,O,,,removing,,,,,,,,O
391.0,the,O,O,O,,,the,,,,,,,,O
392.0,turned,O,O,O,,,fuse,,,,,,,,O
392.0,car,O,O,O,,,for,,,,,,,,O
